ID,Site,depth,SOC,ANPP,MAT,MAP,SAND2,CLAY2,LIG,N,C,CN,CUE1,CUE2,CUE3,CUE4,a,k
BLAN_Ap1,BLAN,10.5,55350.61026,669.48,12.2,954,7.01,29.23,10.73615385,1.272666667,48.49933333,39.49333333,0.55,0.25,0.75,0.35,2,2
