ID,Site,depth,depth_m,SOC,ANPP,MAT,MAP,SAND2,CLAY2,LIG,CN,CUE1,CUE2,CUE3,CUE4,a,k
LENO_A2,LENO,10,0.1,5.88,377.59,18,1421,9.43,18.72,30.18692308,45.93846154,0.55,0.25,0.75,0.35,2,2
