ID,Site,depth,SOC,ANPP,MAT,MAP,SAND2,CLAY2,LIG,N,C,CN,CUE1,CUE2,CUE3,CUE4,a,k
DELA_A,DELA,16,NA,496.41,17.3,1403,3.49,31.74,18.951,1.107272727,47.03772727,44.46363636,0.55,0.25,0.75,0.35,2,2
